Ticker,Continent,Currency,Exchange,Name,Type
UNAM,America,USD,NGM,Unico American Corp.,Stock
SVA,America,USD,NMS,Sinovac Biotech Ltd.,Stock
NYRT,America,USD,NYQ,"New York REIT, Inc.",Stock
CPMK,America,USD,PNK,Capmark Financial Group Inc.,Stock
MTL.TO,America,CAD,TOR,Mullen Group Ltd.,Stock
MXT,America,USD,NYQ,Maxcom Telecomunicaciones S.A.B. de C.V.,Stock
CYBE,America,USD,NGM,CyberOptics Corp.,Stock
TRAC,America,USD,PNK,"Track Data Corporation, Inc.",Stock
SLHN.VX,Europe,CHF,VTX,SWISS LIFE HLDG N,Stock
ORE.TO,America,CAD,TOR,Orezone Gold Corporation,Stock
N5YD.SI,Asia,USD,SES,u MTU ADR 10US$,Stock
KKD,America,USD,NYQ,"Krispy Kreme Doughnuts, Inc.",Stock
CRMBU,America,USD,PNK,CRUMBS BAKE SHOP UTS,Stock
VSH,America,USD,NYQ,Vishay Intertechnology Inc.,Stock
CRMBQ,America,USD,PNK,"Crumbs Bake Shop, Inc.",Stock
ORKFUT.OL,Europe,NOK,OSL,ORKLA,Stock
TITN,America,USD,NMS,"Titan Machinery, Inc.",Stock
AEGOF,America,USD,PNK,AEGON N.V.,Stock
SAFM,America,USD,NMS,"Sanderson Farms, Inc.",Stock
NTG.L,Europe,GBP,LSE,Northgate plc,Stock
WOPEY,America,USD,PNK,Woodside Petroleum Ltd.,Stock
CMCSK,America,USD,NMS,Comcast Corporation,Stock
XXFPL,America,USD,PNK,"FFP Partners, L.P.",Stock
CMCSA,America,USD,NMS,Comcast Corporation,Stock
VSB,America,USD,ASE,"VantageSouth Bancshares, Inc.",Stock
DEQ.DE,Europe,EUR,GER,Deutsche Euroshop AG,Stock
HOLCO.AS,Europe,EUR,AMS,HOLLAND COLOURS NV,Stock
JMG.L,Europe,GBP,LSE,JPMorgan Emerging Markets Ord,Stock
TTW.V,America,CAD,VAN,Times Three Wireless Inc.,Stock
2898.HK,Asia,HKD,HKG,Longrun Tea Group Company Limited,Stock
ABX,America,USD,NYQ,Barrick Gold Corporation,Stock
TEM.L,Europe,GBP,LSE,Templeton Emerging Markets UK Ord,Stock
TPHS,America,USD,PNK,Trinity Place Holdings Inc.,Stock
AMAVF,America,USD,PNK,Arcam AB,Stock
OILT,America,USD,NYQ,"Oiltanking Partners, L.P.",Stock
WYN,America,USD,NYQ,Wyndham Worldwide Corporation,Stock
HPJN.F,Europe,EUR,FRA,AIRESIS N,Stock
OILY,America,USD,PNK,Sino American Oil Company,Stock
GECR,America,USD,PNK,Georgia Carolina Bancshares Inc.,Stock
DRLDF,America,USD,PNK,Dalradian Resources Inc.,Stock
TOF,America,USD,ASE,Tofutti Brands Inc.,Stock
VLMZF,America,USD,PNK,VOLCANIC METALS CORP,Stock
HIVE,America,USD,NYQ,"Aerohive Networks, Inc.",Stock
TOO,America,USD,NYQ,Teekay Offshore Partners LP,Stock
MBH3.F,Europe,EUR,FRA,MASCHFABR HERMLE VZ,Stock
TOT,America,USD,NYQ,TOTAL S.A.,Stock
HNIB.SG,Europe,EUR,STU,IAC/INTERACTIVE,Stock
DROP,America,USD,PNK,"Fuse Science, Inc.",Stock
ESXB,America,USD,NCM,Community Bankers Trust Corporation,Stock
RS,America,USD,NYQ,Reliance Steel & Aluminum Co.,Stock
ARAT,America,USD,PNK,Arax Holdings Corp.,Stock
PIKE,America,USD,NYQ,Pike Corporation,Stock
NVLX,America,USD,PNK,"Nuvilex, Inc.",Stock
RT,America,USD,NYQ,"Ruby Tuesday, Inc.",Stock
DAAT,America,USD,PNK,DAC Technologies Group International Inc.,Stock
PCLN.MX,America,MXN,MEX,The Priceline Group Inc.,Stock
ARAY,America,USD,NMS,Accuray Incorporated,Stock
ICG.AX,Asia,AUD,ASX,Inca Minerals Limited,Stock
RF,America,USD,NYQ,Regions Financial Corporation,Stock
RH,America,USD,NYQ,"Restoration Hardware Holdings, Inc.",Stock
RM,America,USD,NYQ,Regional Management Corp.,Stock
RL,America,USD,NYQ,Ralph Lauren Corporation,Stock
TSEM.TA,Asia,ILS,TLV,TOWER SEMICON INS,Stock
CKSW,America,USD,NMS,ClickSoftware Technologies Ltd.,Stock
MTR,America,USD,NYQ,Mesa Royalty Trust,Stock
NOVE.ST,Europe,SEK,STO,NOVESTRA,Stock
DVCR,America,USD,NCM,Diversicare Healthcare Services Inc.,Stock
EXTR,America,USD,NMS,Extreme Networks Inc.,Stock
STT,America,USD,NYQ,State Street Corporation,Stock
ENSG,America,USD,NMS,"The Ensign Group, Inc.",Stock
CXP,America,USD,NYQ,"Columbia Property Trust, Inc.",Stock
CXW,America,USD,NYQ,Corrections Corporation of America,Stock
LVMUY,America,USD,PNK,LVMH Moet Hennessy Louis Vuitton SA,Stock
UL.AS,Europe,EUR,AMS,UNIBAIL-RODAMCO,Stock
LMP.TO,America,CAD,TOR,Lumenpulse Inc.,Stock
PEG.TO,America,CAD,TOR,Pattern Energy Group Inc.,Stock
MLERO.PA,Europe,EUR,PAR,Euroland Corporate,Stock
CXE,America,USD,NYQ,MFS High Income Municipal Trust,Stock
ANRGF,America,USD,PNK,Alter NRG Corp.,Stock
FBGX,America,USD,PCX,UBS AG FI Enhanced Large Cap Growth ETN,Stock
CXH,America,USD,NYQ,MFS Investment Grade Municipal Trust,Stock
CXO,America,USD,NYQ,"Concho Resources, Inc.",Stock
PBSOQ,America,USD,PNK,"Point Blank Solutions, Inc.",Stock
SGR.TO,America,CAD,TOR,San Gold Corporation,Stock
DOW,America,USD,NYQ,The Dow Chemical Company,Stock
DOV,America,USD,NYQ,Dover Corporation,Stock
ACWX,America,USD,NGM,iShares MSCI ACWI ex US,Stock
BCS-PD,America,USD,NYQ,Barclays PLC American Depositar,Stock
BESI.AS,Europe,EUR,AMS,BESI,Stock
DOX,America,USD,NMS,Amdocs Limited,Stock
BCS-PC,America,USD,NYQ,Barclays PLC American Depositar,Stock
CEA.DE,Europe,EUR,GER,FRIWO AG,Stock
DOC,America,USD,NYQ,Physicians Realty Trust,Stock
E16.SI,Asia,USD,SES,Elec & Eltek International Company Limited,Stock
DOM,America,USD,NYQ,Dominion Resources Black Warrior Trust,Stock
MILS3F.SA,America,BRL,SAO,MILLS       -ON      NM,Stock
ONAVQ,America,USD,PNK,OMEGA NAVIGATION,Stock
FN.TO,America,CAD,TOR,First National Financial Corporation,Stock
WS.TO,America,CAD,TOR,Wildcat Silver Corporation,Stock
NOCIL.NS,Asia,INR,NSI,NOCIL Limited,Stock
FCG010.NZ,Asia,NZD,NZE,FCG 10/03/15 7.75% - Fonterra C,Stock
NMED,America,USD,PNK,"New Media Insight Group, Inc.",Stock
MATW,America,USD,NMS,Matthews International Corporation,Stock
SRX.V,America,CAD,VAN,Storm Resources Ltd.,Stock
AYA.TO,America,CAD,TOR,Amaya Gaming Group Inc.,Stock
FTNT,America,USD,NMS,Fortinet Inc.,Stock
TROAF,America,USD,PNK,Torotrak plc,Stock
NMEX,America,USD,PNK,Northern Minerals & Exploration Ltd.,Stock
PTOG,America,USD,PNK,"Petrotech Oil and Gas, Inc.",Stock
J7X.SI,Asia,SGD,SES,Tiger Airways Holdings Limited,Stock
DEN6.BO,Asia,INR,BSE,DEN NETWORK,Stock
ASBC,America,USD,NMS,Associated Banc-Corp,Stock
ASBB,America,USD,NGM,"ASB Bancorp, Inc.",Stock
HGSH,America,USD,NCM,China HGS Real Estate Inc.,Stock
ZOES,America,USD,NYQ,"Zoe's Kitchen, Inc.",Stock
ASGLF,America,USD,PNK,Asahi Glass Co. Ltd.,Stock
ASBI,America,USD,NCM,Ameriana Bancorp,Stock
MATR,America,USD,NGM,Mattersight Corporation,Stock
N5Z.F,Europe,EUR,FRA,NORTH AMERICAN ENER,Stock
V33.F,Europe,EUR,FRA,VTION WIRELESS,Stock
BAC-PL,America,USD,NYQ,Bank of America Corporation Non,Stock
J36.SI,Asia,USD,SES,Jardine Matheson Holdings Limited,Stock
DIRV,America,USD,PNK,"DirectView Holdings, Inc.",Stock
EDMC,America,USD,NMS,Education Management Corporation,Stock
EGP.AX,Asia,AUD,ASX,Echo Entertainment Group Limited,Stock
VCBI,America,USD,NMS,Virginia Commerce Bancorp Inc.,Stock
SKX,America,USD,NYQ,Skechers USA Inc.,Stock
SKY,America,USD,ASE,Skyline Corp.,Stock
STBI,America,USD,PNK,Sturgis Bancorp Inc.,Stock
VCBC,America,USD,PNK,Valley Community Bank,Stock
SKT,America,USD,NYQ,Tanger Factory Outlet Centers Inc.,Stock
BBGI,America,USD,NGM,Beasley Broadcast Group Inc.,Stock
TFIFF,America,USD,PNK,TransForce Inc.,Stock
MDAS,America,USD,NMS,"MedAssets, Inc.",Stock
STBZ,America,USD,NCM,State Bank Financial Corporation,Stock
MDAV,America,USD,PNK,"Davi Luxury Brand Group, Inc.",Stock
BGFD.L,Europe,GBP,LSE,Baillie Gifford Japan Ord,Stock
NNF1.MU,Europe,EUR,MUN,MANNKIND,Stock
CSII,America,USD,NMS,Cardiovascular Systems Inc.,Stock
VRACY,America,USD,PNK,Viralytics Limited,Stock
ARUXF,America,USD,PNK,Acrux Limited,Stock
MGAFF,America,USD,PNK,Mega Uranium Ltd.,Stock
600549.SS,Asia,CNY,SHH,XIAMEN TUNGSTEN 'A'CNY1,Stock
ALIOF,America,USD,PNK,Actelion Ltd.,Stock
NRBBEARIN.NS,Asia,INR,NSI,NRB Bearings Ltd.,Stock
CNGL,America,USD,PNK,China Nutrifruit Group Limited,Stock
CSIQ,America,USD,NMS,Canadian Solar Inc.,Stock
OEWA.SG,Europe,EUR,STU,VERBUND,Stock
YFGSF,America,USD,PNK,YAMAGUCHI FINANCIAL,Stock
LOGN.SW,Europe,CHF,EBS,LOGITECH INTL N,Stock
GWI1.DE,Europe,EUR,GER,Gerry Weber International AG,Stock
EXACT.AS,Europe,EUR,AMS,EXACT HOLDING NV,Stock
KRFT,America,USD,NMS,"Kraft Foods Group, Inc.",Stock
VODPF,America,USD,PNK,Vodafone Group Public Limited Company,Stock
LBN.MU,Europe,EUR,MUN,NYMPHENBURG IMMOBIL,Stock
TZOO,America,USD,NMS,Travelzoo Inc.,Stock
3481.TW,Asia,TWD,TAI,CHIMEI INNOLUX  CO TWD10,Stock
DGICB,America,USD,NMS,Donegal Group Inc.,Stock
DGICA,America,USD,NMS,Donegal Group Inc.,Stock
TSTR.L,Europe,GBP,LSE,TRI-STAR RESOURCES ,Stock
TRBAA,America,USD,PNK,Tribune Media Company,Stock
TNGO,America,USD,NMS,"Tangoe, Inc.",Stock
IFON,America,USD,NCM,Infosonics Corp.,Stock
REN.AS,Europe,EUR,AMS,REED ELSEVIER NV,Stock
NBO-H.V,America,CAD,VAN,NEBO CAPITAL CORP,Stock
WYNYF,America,USD,PNK,Wynyard Group Limited,Stock
VATN.SW,Europe,CHF,EBS,VALIANT HLDG N,Stock
COOL,America,USD,NCM,Majesco Entertainment Co.,Stock
UHLN,America,USD,PNK,"US Highland, Inc.",Stock
VITC,America,USD,NMS,"Vitacost.com, Inc.",Stock
GPIC,America,USD,NGM,Gaming Partners International Corporation,Stock
TKO.TO,America,CAD,TOR,Taseko Mines Ltd.,Stock
CPX.L,Europe,GBP,LSE,CAP-XX LD,Stock
KVHI,America,USD,NMS,KVH Industries Inc.,Stock
APEI,America,USD,NMS,"American Public Education, Inc.",Stock
ECAU,America,USD,PNK,Echo Automotive Inc.,Stock
TV.MI,Europe,EUR,MIL,Tech-Value S.p.A.,Stock
GGNDF,America,USD,PNK,GN Store Nord A/S,Stock
JAG.AX,Asia,AUD,ASX,Pacifico Minerals Limited,Stock
QEP,America,USD,NYQ,"QEP Resources, Inc.",Stock
PSL.V,America,CAD,VAN,Prospero Silver Corp.,Stock
WCG.SG,Europe,EUR,STU,Wentworth Resources Limited,Stock
600117.SS,Asia,CNY,SHH,XINING SPECIAL STE 'A'CNY1,Stock
CEFL,America,USD,PCX,UBS ETRACS Mthly Py 2xLvg Closed-End ETN,Stock
KITE,America,USD,NMS,"Kite Pharma, Inc.",Stock
GZPFY,America,USD,PNK,Joint Stock Company Gazprom Neft,Stock
UBAB,America,USD,PNK,"United Bancorp. of Alabama, Inc.",Stock
KITM,America,USD,OBB,Kitara Media Corp.,Stock
WSR.AX,Asia,AUD,ASX,Whitestar Resources Limited,Stock
EEFT,America,USD,NMS,Euronet Worldwide Inc.,Stock
MAHINDUGI.NS,Asia,INR,NSI,Mahindra Ugine Steel Company Limited,Stock
NLYBP,America,USD,PNK,ANNALY CAP PFD B,Stock
FSIC,America,USD,NYQ,FS Investment Corporation Commo,Stock
WLGC,America,USD,PNK,WordLogic Corp.,Stock
ICUI,America,USD,NMS,"ICU Medical, Inc.",Stock
ADUS,America,USD,NMS,Addus HomeCare Corporation,Stock
VUZI,America,USD,OBB,Vuzix Corporation,Stock
ARX.TO,America,CAD,TOR,ARC Resources Ltd.,Stock
G9Y.F,Europe,EUR,FRA,GS YUASA,Stock
AV.L,Europe,GBP,LSE,Aviva plc,Stock
OAP3.L,Europe,GBP,LSE,Octopus Apollo VCT Ord,Stock
NUM.PA,Europe,EUR,PAR,Numericable Group,Stock
VNRFY,America,USD,PNK,Vienna Insurance Group,Stock
AXIO,America,USD,PNK,Axiom Oil and Gas Corp.,Stock
WSFSL,America,USD,NMS,WSFS Financial Corp.,Stock
NFSB,America,USD,NGM,Newport Bancorp Inc.,Stock
SGTB,America,USD,PNK,"Kuboo, Inc.",Stock
PSCD,America,USD,NGM,PowerShares S&P; SmCap Cnsmr Discret ETF,Stock
WM,America,USD,NYQ,"Waste Management, Inc.",Stock
WH,America,USD,NYQ,WSP Holdings Ltd.,Stock
MBH3.BE,Europe,EUR,BER,MASCHFABR HERMLE VZ,Stock
WD,America,USD,NYQ,"Walker & Dunlop, Inc.",Stock
WF,America,USD,NYQ,"Woori Finance Holdings Co., Ltd.",Stock
WG,America,USD,NYQ,Willbros Group Inc.,Stock
NDP,America,USD,NYQ,Tortoise Energy Independence Fu,Stock
WB,America,USD,NMS,Weibo Corporation,Stock
MKU.F,Europe,EUR,FRA,PEKING UNI RES,Stock
RTNTF,America,USD,PNK,Rio Tinto Ltd.,Stock
FUR.BE,Europe,EUR,BER,FURUKAWA CO,Stock
OIL.V,America,CAD,VAN,LGX Oil + Gas Inc.,Stock
WU,America,USD,NYQ,The Western Union Company,Stock
N,America,USD,NYQ,NetSuite Inc.,Stock
MGEL4.SA,America,BRL,SAO,MANGELS INDL-PN      N1,Stock
WR,America,USD,NYQ,"Westar Energy, Inc.",Stock
ONTRF,America,USD,PNK,Blackrock Oil Corporation,Stock
MUV2.DE,Europe,EUR,GER,M,Stock
TRUX,America,USD,PNK,Truxton Corporation,Stock
AER,America,USD,NYQ,AerCap Holdings N.V.,Stock
AES,America,USD,NYQ,The AES Corporation,Stock
AFSI,America,USD,NMS,"AmTrust Financial Services, Inc.",Stock
ALP-PN,America,USD,NYQ,Alabama Power Company Preferred,Stock
TRUP,America,USD,NYQ,"Trupanion, Inc.",Stock
AFSD,America,USD,NYQ,AFLAC Inc.,Stock
TTWPF,America,USD,PNK,TTW Public Company Limited,Stock
NP4.F,Europe,EUR,FRA,NEWPORT,Stock
AEG,America,USD,NYQ,AEGON N.V.,Stock
AED,America,USD,NYQ,AEGON N.V.,Stock
AEE,America,USD,NYQ,Ameren Corporation,Stock
AEB,America,USD,NYQ,AEGON N.V.,Stock
AEC,America,USD,NYQ,Associated Estates Realty Corporation,Stock
TRUL,America,USD,PNK,Trulite Inc.,Stock
AEO,America,USD,NYQ,"American Eagle Outfitters, Inc.",Stock
AEL,America,USD,NYQ,American Equity Investment Life Holding Co.,Stock
AEM,America,USD,NYQ,Agnico Eagle Mines Limited,Stock
AEK,America,USD,NYQ,AEGON N.V.,Stock
AEH,America,USD,NYQ,AEGON N.V. Perp. Cap Secs.,Stock
TRUE,America,USD,NMS,"TrueCar, Inc.",Stock
UCP.L,Europe,GBP,LSE,UNITECH CORP PARKS,Stock
JCOM,America,USD,NMS,"j2 Global, Inc.",Stock
CBCA,America,USD,OBB,Crown Baus Capital Corp.,Stock
YORK,America,USD,PNK,York Research Corp.,Stock
T61.F,Europe,EUR,FRA,TASMAN,Stock
TBTC,America,USD,PNK,Table Trac Inc.,Stock
PLXS,America,USD,NMS,Plexus Corp.,Stock
BFCF,America,USD,PNK,BFC Financial Corporation,Stock
AUI.AX,Asia,AUD,ASX,Australian United Investment Co. Ltd.,Stock
CBCY,America,USD,PNK,"Central Bancompany, Inc.",Stock
XREG,America,USD,OBB,"XR Energy, Inc.",Stock
NSFDF,America,USD,PNK,"NXT Energy Solutions, Inc.",Stock
FPMI,America,USD,PNK,"FluoroPharma Medical, Inc.",Stock
VFP.MU,Europe,EUR,MUN,VF,Stock
VIZ.OL,Europe,NOK,OSL,VI(Z)RT,Stock
BLE,America,USD,ASE,BlackRock Municipal Income Trust II,Stock
AVS.SG,Europe,EUR,STU,ASM INT,Stock
8150.TW,Asia,TWD,TAI,CHIPMOS TECHNOLOGIES INC TWD10,Stock
VHI,America,USD,NYQ,"Valhi, Inc.",Stock
ELRE,America,USD,PNK,Yinfu Gold Corporation,Stock
ELRC,America,USD,NMS,Electro Rent Corporation,Stock
TNSB,America,USD,PNK,Transbotics Corp.,Stock
UCBA,America,USD,NGM,United Community Bancorp,Stock
XAA,America,USD,NYQ,American Municipal Income Portf,Stock
UCBI,America,USD,NMS,"United Community Banks, Inc.",Stock
BLL,America,USD,NYQ,Ball Corporation,Stock
CFOK,America,USD,PNK,Community First Bancorp.,Stock
CCBC,America,USD,PNK,Chino Commercial Bancorp,Stock
BECC,America,USD,PNK,Breitling Energy Corporation,Stock
MAAL,America,USD,PNK,"The Marketing Alliance, Inc.",Stock
VHY.F,Europe,EUR,FRA,VISHAY INTERTECHNOL,Stock
XCLL,America,USD,PNK,XcelMobility Inc.,Stock
BLJ,America,USD,ASE,BlackRock New Jersey Municipal Bond Trust,Stock
NPSGF,America,USD,PNK,"Nippon Sheet Glass Co., Ltd.",Stock
AVSR,America,USD,PNK,Avistar Communications Corp.,Stock
BECN,America,USD,NMS,"Beacon Roofing Supply, Inc.",Stock
005930.KS,Asia,KRW,KSC,Samsung Electronics Co. Ltd.,Stock
JOES,America,USD,PNK,Eat At Joes Ltd.,Stock
MCRS,America,USD,NMS,"MICROS Systems, Inc.",Stock
LKEN,America,USD,PNK,"Greene Concepts, Inc.",Stock
AVSC,America,USD,PNK,"Advanced Visual Systems, Inc.",Stock
JOEZ,America,USD,NCM,Joe's Jeans Inc.,Stock
UVSP,America,USD,NMS,Univest Corporation of Pennsylvania,Stock
PFG,America,USD,NYQ,Principal Financial Group Inc.,Stock
MRCY,America,USD,NMS,"Mercury Systems, Inc.",Stock
PFE,America,USD,NYQ,Pfizer Inc.,Stock
PFK,America,USD,NYQ,Prudential Financial Inflation-,Stock
PFH,America,USD,NYQ,Cabco Tr Jcp 7.625 Common Stock,Stock
PFN,America,USD,NYQ,PIMCO Income Strategy Fund II,Stock
CVTI,America,USD,NMS,"Covenant Transportation Group, Inc.",Stock
PFL,America,USD,NYQ,PIMCO Income Strategy Fund Shar,Stock
PFS,America,USD,NYQ,"Provident Financial Services, Inc.",Stock
NEXJF,America,USD,PNK,NexJ Systems Inc.,Stock
EGE.V,America,CAD,VAN,DuSolo Fertilizers Inc.,Stock
JVA,America,USD,NCM,"Coffee Holding Company, Inc.",Stock
PFX,America,USD,NYQ,The Phoenix Companies Inc.,Stock
MRCC,America,USD,NMS,Monroe Capital Corporation,Stock
UDHI,America,USD,PNK,Union Dental Holdings Inc.,Stock
TGR.AX,Asia,AUD,ASX,Tassal Group Limited,Stock
AAO.V,America,CAD,VAN,Augusta Industries Inc.,Stock
FLDM,America,USD,NMS,Fluidigm Corporation,Stock
FXPT,America,USD,PNK,"Fox Petroleum, Inc.",Stock
GMVI,America,USD,PNK,GlobalMin Ventures Inc.,Stock
NRG.TO,America,CAD,TOR,Alter NRG Corp.,Stock
2314.HK,Asia,HKD,HKG,Lee & Man Paper Manufacturing Limited,Stock
VENC.L,Europe,GBP,LSE,Ventus VCT C Ord,Stock
AGPL,America,USD,PNK,APPLE GREEN HLDG INC,Stock
NHNKF,America,USD,PNK,NIHON KOHDEN  ORD,Stock
LBON.PA,Europe,EUR,PAR,Compagnie Lebon,Stock
TOG.TO,America,CAD,TOR,TORC Oil & Gas Ltd.,Stock
FHY,America,USD,NYQ,First Trust Strategic High Inco,Stock
1044.HK,Asia,HKD,HKG,Hengan International Group Company Limited,Stock
SMTC,America,USD,NMS,Semtech Corporation,Stock
FHN,America,USD,NYQ,First Horizon National Corporation,Stock
BLX,America,USD,NYQ,"Banco Latinoamericano de Comercio Exterior, S.A",Stock
SBIN.NS,Asia,INR,NSI,State Bank of India,Stock
BKEAY,America,USD,PNK,"The Bank of East Asia, Limited",Stock
BMW3.DE,Europe,EUR,GER,Bayerische Motoren Werke Aktiengesellschaft,Stock
NOT.V,America,CAD,VAN,Noront Resources Ltd.,Stock
BILB,America,USD,PNK,"Bill The Butcher, Inc.",Stock
SLBN.MX,America,MXN,MEX,Schlumberger Limited,Stock
BALNE.AS,Europe,EUR,AMS,BALLAST NEDAM,Stock
PEP.MX,America,MXN,MEX,"Pepsico, Inc.",Stock
RISHYRN.BO,Asia,INR,BSE,RISHABH YARN,Stock
SWZ,America,USD,NYQ,"Swiss Helvetia Fund, Inc. (The)",Stock
CLGX,America,USD,NYQ,"CoreLogic, Inc.",Stock
CNRFF,America,USD,PNK,"Consorcio ARA, S. A. B. de C. V.",Stock
NODB,America,USD,OBB,North Dallas Bank & Trust Co.,Stock
600088.SS,Asia,CNY,SHH,CHINA TELEVISION M 'A'CNY1,Stock
HUB-B,America,USD,NYQ,Hubbell Inc.,Stock
RKN.TO,America,CAD,TOR,Redknee Solutions Inc.,Stock
IMSC,America,USD,PNK,Implant Sciences Corp.,Stock
NVSL,America,USD,NGM,Naugatuck Valley Financial Corporation,Stock
UPIP,America,USD,NMS,"Unwired Planet, Inc.",Stock
ANS.TO,America,CAD,TOR,Ainsworth Lumber Co. Ltd.,Stock
ECRTF,America,USD,PNK,Colombia Crest Gold Corp.,Stock
FRO.OL,Europe,NOK,OSL,FRONTLINE,Stock
VOLTAS.BO,Asia,INR,BSE,Voltas Ltd.,Stock
PTINY,America,USD,PNK,PT Indosat Tbk,Stock
DBAI,America,USD,PNK,"Delaware Bancshares, Inc.",Stock
SVAD,America,USD,PNK,"Silverton Adventures, Inc.",Stock
HMHC,America,USD,NMS,Houghton Mifflin Harcourt Company,Stock
IENT,America,USD,PNK,iEntertainment Network Inc.,Stock
BIN,America,USD,NYQ,Progressive Waste Solutions Ltd.,Stock
BNKJF,America,USD,PNK,Bankers Petroleum Ltd.,Stock
BIB,America,USD,NGM,ProShares Ultra Nasdaq Biotechnology,Stock
BIE,America,USD,NYQ,BlackRock Municipal Bond Investment Trust,Stock
BID,America,USD,NYQ,Sotheby's,Stock
BIG,America,USD,NYQ,Big Lots Inc.,Stock
LZRFY,America,USD,PNK,Localiza Rent a Car SA,Stock
OTEX,America,USD,NMS,Open Text Corporation,Stock
BIP,America,USD,NYQ,Brookfield Infrastructure Partners L.P.,Stock
VMEM,America,USD,NYQ,"Violin Memory, Inc.",Stock
BIT,America,USD,NYQ,BlackRock Multi-Sector Income T,Stock
CKZ-H.V,America,CAD,VAN,CASPIAN ENERGY INC,Stock
FR.PA,Europe,EUR,PAR,Valeo SA,Stock
CEB,America,USD,NYQ,Corporate Executive Board Co.,Stock
NCBS,America,USD,OBB,Nicolet Bankshares Inc.,Stock
SAO.MU,Europe,EUR,MUN,SASOL SP ADR,Stock
CEE,America,USD,NYQ,"Central Europe, Russia and Turk",Stock
CEF,America,USD,ASE,Central Fund of Canada Limited,Stock
3085-OL.HK,Asia,HKD,HKG,VGFTSEASIAXJHDY,Stock
NERO,America,USD,PNK,"Neuromama, Ltd.",Stock
CXU.AX,Asia,AUD,ASX,Cauldron Energy Limited,Stock
ASCMA,America,USD,NMS,"Ascent Capital Group, Inc.",Stock
CEL,America,USD,NYQ,Cellcom Israel Ltd.,Stock
CEM,America,USD,NYQ,ClearBridge Energy MLP Fund Inc,Stock
CEO,America,USD,NYQ,CNOOC Ltd.,Stock
NERV,America,USD,NGM,Minerva Neurosciences Inc.,Stock
NCBC,America,USD,NGM,New Century Bancorp Inc.,Stock
UBS,America,USD,NYQ,UBS AG,Stock
LALT,America,USD,NGM,PowerShares Multi-Strategy Alt ETF,Stock
UBP,America,USD,NYQ,Urstadt Biddle Properties Inc.,Stock
W0I.F,Europe,EUR,FRA,WHITE TIGER MNG,Stock
NXTDW,America,USD,NCM,NXT-ID Inc.,Stock
FIVN,America,USD,NGM,"Five9, Inc.",Stock
TXG.TO,America,CAD,TOR,Torex Gold Resources Inc,Stock
FIVE,America,USD,NMS,"Five Below, Inc.",Stock
AEZS,America,USD,NCM,Aeterna Zentaris Inc.,Stock
GGN-PB,America,USD,ASE,"GAMCO Global Gold, Natural Reou",Stock
HKGEF,America,USD,PNK,Hong Kong Economic Times Holdings Limited,Stock
ALMG,America,USD,OBB,Alamogordo Financial Corp.,Stock
PRIS-B,America,USD,NYQ,"Promotora de Informaciones, S.A.",Stock
KPCPY,America,USD,PNK,Kasikornbank Public Company Limited,Stock
ICEL,America,USD,NGM,"Cellular Dynamics International, Inc.",Stock
VMG.AX,Asia,AUD,ASX,VDM Group Limited,Stock
WOW-P.V,America,CAD,VAN,WISE OAKWOOD VENTURES INC,Stock
SBMO.AS,Europe,EUR,AMS,SBM OFFSHORE,Stock
BTOP,America,USD,OBB,"Brick Top Productions, Inc.",Stock
PTRY,America,USD,NMS,"The Pantry, Inc.",Stock
RDLSF,America,USD,PNK,Reed Elsevier NV,Stock
ASII.JK,Asia,IDR,JKT,Astra International Tbk.,Stock
TRO.V,America,CAD,VAN,Taranis Resources Inc.,Stock
SND.V,America,CAD,VAN,Sandstorm Metals & Energy Ltd.,Stock
VTRB,America,USD,NYQ,"Ventas Realty, Limited Partnership",Stock
DOO.TO,America,CAD,TOR,Bombardier Recreational Products Inc.,Stock
FFEX,America,USD,NMS,Frozen Food Express Industries Inc.,Stock
1222.HK,Asia,HKD,HKG,Wang On Group Limited,Stock
KEEKF,America,USD,PNK,Keek Inc.,Stock
IMG.F,Europe,EUR,FRA,INGRAM MICRO-A,Stock
MICTW,America,USD,NCM,"Micronet Enertec Technologies, ",Stock
NEUKF,America,USD,PNK,Neurokine Pharmaceuticals Inc.,Stock
HWVI,America,USD,PNK,Hawaiian Vintage Chocolate Co.,Stock
IMG.L,Europe,GBP,LSE,Imagination Technologies Group Plc,Stock
SWFT,America,USD,NYQ,Swift Transportation Company,Stock
USPH,America,USD,NYQ,US Physical Therapy Inc.,Stock
ISP,America,USD,NYQ,ING Groep N.V.,Stock
EBR,America,USD,NYQ,Centrais El,Stock
SPB,America,USD,NYQ,"Spectrum Brands Holdings, Inc.",Stock
SPA,America,USD,NYQ,Sparton Corp.,Stock
SPF,America,USD,NYQ,Standard Pacific Corp.,Stock
SPE,America,USD,NYQ,"Special Opportunities Fund, Inc.",Stock
TEC.PA,Europe,EUR,PAR,Technip SA,Stock
ISF,America,USD,NYQ,ING Groep N.V.,Stock
ISG,America,USD,NYQ,ING Groep N.V.,Stock
ISL,America,USD,ASE,"Aberdeen Israel Fund, Inc. (The",Stock
NYTE,America,USD,PNK,"Nytex Energy Holdings, Inc.",Stock
PAH,America,USD,NYQ,Platform Specialty Products Corporation,Stock
ISH,America,USD,NYQ,International Shipholding Corp.,Stock
SPU,America,USD,NGM,"SkyPeople Fruit Juice, Inc.",Stock
GVLMF,America,USD,PNK,Greenvale Mining NL,Stock
